2020-09-21 15:30:36,075 - INFO - #####################################
2020-09-21 15:30:36,078 - INFO - ############Start Training###########
2020-09-21 15:30:36,078 - INFO - #####################################
2020-09-21 15:41:17,453 - INFO - Env 00, Goal (007.2, -04.7), Episode 00061, setp 152, Reward 9.3  , Distance 009.4, Time out
2020-09-21 15:41:17,520 - INFO - Env 00, Goal (-05.4, 002.5), Episode 00062, setp 002, Reward -15.0, Distance 009.3, Crashed
2020-09-21 15:41:19,362 - INFO - Env 00, Goal (002.5, 003.6), Episode 00063, setp 152, Reward 19.2 , Distance 009.6, Time out
2020-09-21 15:41:21,222 - INFO - Env 00, Goal (-03.0, 004.4), Episode 00064, setp 152, Reward 7.5  , Distance 009.8, Time out
2020-09-21 15:41:23,023 - INFO - Env 00, Goal (-00.2, 003.4), Episode 00065, setp 152, Reward 4.6  , Distance 008.1, Time out
2020-09-21 15:41:25,045 - INFO - Env 00, Goal (002.6, -06.3), Episode 00066, setp 152, Reward 12.4 , Distance 008.6, Time out
2020-09-21 15:41:26,994 - INFO - Env 00, Goal (-00.4, 007.6), Episode 00067, setp 152, Reward 16.5 , Distance 008.5, Time out
2020-09-21 15:41:28,851 - INFO - Env 00, Goal (-05.3, 003.2), Episode 00068, setp 152, Reward 16.7 , Distance 008.2, Time out
2020-09-21 15:41:28,884 - INFO - Env 00, Goal (006.9, 000.6), Episode 00069, setp 002, Reward -15.0, Distance 009.0, Crashed
2020-09-21 15:41:30,391 - INFO - Env 00, Goal (002.5, 008.4), Episode 00070, setp 132, Reward -0.4 , Distance 008.6, Crashed
2020-09-21 15:41:30,587 - INFO - Env 00, Goal (-01.8, -01.7), Episode 00071, setp 015, Reward -16.0, Distance 009.9, Crashed
2020-09-21 15:41:32,397 - INFO - Env 00, Goal (-00.6, 006.3), Episode 00072, setp 152, Reward 14.8 , Distance 009.3, Time out
2020-09-21 15:41:34,286 - INFO - Env 00, Goal (004.3, -07.0), Episode 00073, setp 150, Reward -4.0 , Distance 008.0, Crashed
2020-09-21 15:41:36,305 - INFO - Env 00, Goal (-05.4, -03.5), Episode 00074, setp 152, Reward 13.0 , Distance 009.5, Time out
2020-09-21 15:41:37,962 - INFO - Env 00, Goal (002.8, -07.0), Episode 00075, setp 152, Reward 6.9  , Distance 008.7, Time out
2020-09-21 15:41:38,194 - INFO - Env 00, Goal (002.3, -01.1), Episode 00076, setp 014, Reward -16.9, Distance 008.2, Crashed
2020-09-21 15:41:39,982 - INFO - Env 00, Goal (-07.8, -00.5), Episode 00077, setp 152, Reward -1.4 , Distance 009.1, Time out
2020-09-21 15:41:40,240 - INFO - Env 00, Goal (001.5, 000.7), Episode 00078, setp 016, Reward -16.2, Distance 008.4, Crashed
2020-09-21 15:41:40,272 - INFO - Env 00, Goal (-05.1, -02.9), Episode 00079, setp 002, Reward -15.9, Distance 008.4, Crashed
